datetime,open,high,low,close,volume,symbol
2024-12-11 09:30:00,409.79999,412.53000,402.38000,405,18715811,TSLA
2024-12-11 10:00:00,405.14999,411.54120,403.28021,409.95001,8450984,TSLA
2024-12-11 10:30:00,409.90100,413.51999,408.66000,411.84000,8161378,TSLA
2024-12-11 11:00:00,411.85001,413.98001,411.070007,412.66000,6097441,TSLA
2024-12-11 11:30:00,412.59000,415,410.85001,412.66910,6643223,TSLA
2024-12-11 12:00:00,412.73999,413.88000,411.60001,413.43500,3576426,TSLA
2024-12-11 12:30:00,413.39999,415.56989,412.41010,414.50519,5320193,TSLA
2024-12-11 13:00:00,414.55841,417.85001,414.50009,417.35941,5629475,TSLA
2024-12-11 13:30:00,417.35172,417.66000,415.10001,416.48001,4145662,TSLA
2024-12-11 14:00:00,416.51999,419.90991,416.19009,419.81009,5491503,TSLA
2024-12-11 14:30:00,419.84720,420.39999,418.37601,419.95001,7061523,TSLA
2024-12-11 15:00:00,419.92999,420.69000,418.64011,419.92010,5128160,TSLA
2024-12-11 15:30:00,419.92001,424.88000,419.70001,424.79501,10471218,TSLA
2024-12-12 09:30:00,424.84000,426.92001,416.79001,421.10901,21253168,TSLA
2024-12-12 10:00:00,421.010010,426.059998,419.029999,425.35001,10769897,TSLA
2024-12-12 10:30:00,425.35001,428.89999,423.75,427.91000,7639790,TSLA
2024-12-12 11:00:00,427.89999,429.26999,423.20001,424.029999,6721136,TSLA
2024-12-12 11:30:00,424.14999,425.38000,421.60001,422.37000,4083605,TSLA
2024-12-12 12:00:00,422.34900,424.74969,418.29999,420.60999,5265978,TSLA
2024-12-12 12:30:00,420.57501,422.87991,420.25009,422.35999,2657604,TSLA
2024-12-12 13:00:00,422.29019,423.85001,420.92001,423.36499,2562974,TSLA
2024-12-12 13:30:00,423.31000,423.75,419.89999,420.45001,2645706,TSLA
2024-12-12 14:00:00,420.51001,420.91000,416.59500,417.91000,4750976,TSLA
2024-12-12 14:30:00,417.87549,420.53989,417.79999,419.37000,3181211,TSLA
2024-12-12 15:00:00,419.32999,420.49991,415,415.54501,5057932,TSLA
2024-12-12 15:30:00,415.52011,421,415.52011,417.68991,6517800,TSLA
2024-12-13 09:30:00,420,424.60001,415.70999,424.25,13684054,TSLA
2024-12-13 10:00:00,424.31500,430.39999,423.51001,428.53629,11718168,TSLA
2024-12-13 10:30:00,428.53500,431.60001,423.29999,423.43460,8989245,TSLA
2024-12-13 11:00:00,423.42169,425.62000,421.53000,424.78922,5532787,TSLA
2024-12-13 11:30:00,424.85001,427.97989,424.10001,425.14999,4184373,TSLA
2024-12-13 12:00:00,425.30560,427.98001,424.57001,426.84000,3035987,TSLA
2024-12-13 12:30:00,426.82071,429.10001,425.73999,427.81009,3314269,TSLA
2024-12-13 13:00:00,427.84821,429.70001,427.5,428.60999,3512000,TSLA
2024-12-13 13:30:00,428.60989,434.039886,428.25,433.74689,6638003,TSLA
2024-12-13 14:00:00,433.75,434.35001,431.60001,433,4693534,TSLA
2024-12-13 14:30:00,433.084991,433.69000,431.23999,432.13779,3361619,TSLA
2024-12-13 15:00:00,432.14801,433.48999,428.89999,430.38000,4365876,TSLA
2024-12-13 15:30:00,430.37000,436.29999,429.42001,436.19000,8592526,TSLA
2024-12-16 09:30:00,441.13251,447.41000,436.14999,437.95999,22441738,TSLA
2024-12-16 10:00:00,437.97000,446.34991,437.85001,445.375,10279317,TSLA
2024-12-16 10:30:00,445.32800,451.35001,444.66501,450.82001,9849270,TSLA
2024-12-16 11:00:00,450.79999,458.97000,450.5,458.39001,8874043,TSLA
2024-12-16 11:30:00,458.36731,458.73001,454.13010,456.58939,21418001,TSLA
2024-12-16 12:00:00,456.59900,460.51999,455.90009,458.22159,4563588,TSLA
2024-12-16 12:30:00,458.26001,461.45001,455.79001,461.070496,3810641,TSLA
2024-12-16 13:00:00,461.095001,461.11050,455.79999,459.22989,4224013,TSLA
2024-12-16 13:30:00,459.10999,461.28000,458.63000,459.67010,2622913,TSLA
2024-12-16 14:00:00,459,460.48999,456.76999,458.47061,2880881,TSLA
2024-12-16 14:30:00,458.5,459.42999,457.75,458.81000,2435680,TSLA
2024-12-16 15:00:00,458.88000,461.84000,458.79999,460.73999,4187441,TSLA
2024-12-16 15:30:00,460.73999,463.19000,457.66000,463.19000,6370719,TSLA
2024-12-17 09:30:00,476.11499,483.98999,463.57001,482.029999,32124510,TSLA
2024-12-17 10:00:00,482.13031,483.14999,467.60001,472.67999,16175193,TSLA
2024-12-17 10:30:00,472.77499,480.67990,470.82999,478.11249,9286653,TSLA
2024-12-17 11:00:00,478.10999,478.84000,470.059998,471.59500,7305905,TSLA
2024-12-17 11:30:00,471.63000,474.62991,460.029999,463.029999,10449102,TSLA
2024-12-17 12:00:00,463.0026855,469.76999,457.51010,469.24991,8957222,TSLA
2024-12-17 12:30:00,469.25,473.98001,467.80011,473.64001,4602449,TSLA
2024-12-17 13:00:00,473.60001,476.28000,472.45001,474.00048828,4997806,TSLA
2024-12-17 13:30:00,474.026886,474.98001,470.019989,470.95050,3590392,TSLA
2024-12-17 14:00:00,470.84000,475.57999,469,475.12900,4312479,TSLA
2024-12-17 14:30:00,475.21500,478.92001,474.22000,478.12000,5565139,TSLA
2024-12-17 15:00:00,478.19501,479.89001,475.60001,477.34100,5237944,TSLA
2024-12-17 15:30:00,477.39999,482.44989,477.029999,479.85001,9189649,TSLA
2024-12-18 09:30:00,466.35999,472.63000,461.10999,469.53500,21425089,TSLA
2024-12-18 10:00:00,469.64001,475.76999,469.5,474.80991,8262802,TSLA
2024-12-18 10:30:00,474.79199,478.053986,473.20001,475.80081,6200227,TSLA
2024-12-18 11:00:00,475.92871,480.89999,473.38000,480.24500,6241928,TSLA
2024-12-18 11:30:00,480.25,488.53989,480.19009,484.88501,10081676,TSLA
2024-12-18 12:00:00,484.88501,485.5,477.17999,478.26001,6341881,TSLA
2024-12-18 12:30:00,478.26001,480.19919,474.35550,477.48990,5280191,TSLA
2024-12-18 13:00:00,477.32199,477.85001,475.14999,475.29321,2758372,TSLA
2024-12-18 13:30:00,475.28009,476.45001,471.82001,476.12000,3627583,TSLA
2024-12-18 14:00:00,476.28500,477.48999,466.75,469.22009,9569250,TSLA
2024-12-18 14:30:00,469.20999,473.48999,458.51001,459.88000,9880272,TSLA
2024-12-18 15:00:00,459.88000,461.20999,437.38000,437.83499,19642124,TSLA
2024-12-18 15:30:00,438.010010,448.17990,427.019989,440.13000,23440813,TSLA
