datetime,open,high,low,close,volume,symbol
2024-12-11 09:30:00,409.79999,412.53000,402.38000,409.95001,27166795,TSLA
2024-12-11 10:30:00,409.90100,413.98001,408.66000,412.66000,14258819,TSLA
2024-12-11 11:30:00,412.59000,415,410.85001,413.43500,10219649,TSLA
2024-12-11 12:30:00,413.39999,417.85001,412.41010,417.35941,10949668,TSLA
2024-12-11 13:30:00,417.35172,419.90991,415.10001,419.81009,9637165,TSLA
2024-12-11 14:30:00,419.84720,420.69000,418.37601,419.92010,12189683,TSLA
2024-12-11 15:30:00,419.92001,424.88000,419.70001,424.79501,10471218,TSLA
2024-12-12 09:30:00,424.84000,426.92001,416.79001,425.35001,32023065,TSLA
2024-12-12 10:30:00,425.35001,429.26999,423.20001,424.029999,14360926,TSLA
2024-12-12 11:30:00,424.14999,425.38000,418.29999,420.60999,9349583,TSLA
2024-12-12 12:30:00,420.57501,423.85001,420.25009,423.36499,5220578,TSLA
2024-12-12 13:30:00,423.31000,423.75,416.59500,417.91000,7396682,TSLA
2024-12-12 14:30:00,417.87549,420.53989,415,415.54501,8239143,TSLA
2024-12-12 15:30:00,415.52011,421,415.52011,417.68991,6517800,TSLA
2024-12-13 09:30:00,420,430.39999,415.70999,428.53629,25402222,TSLA
2024-12-13 10:30:00,428.53500,431.60001,421.53000,424.78922,14522032,TSLA
2024-12-13 11:30:00,424.85001,427.98001,424.10001,426.84000,7220360,TSLA
2024-12-13 12:30:00,426.82071,429.70001,425.73999,428.60999,6826269,TSLA
2024-12-13 13:30:00,428.60989,434.35001,428.25,433,11331537,TSLA
2024-12-13 14:30:00,433.084991,433.69000,428.89999,430.38000,7727495,TSLA
2024-12-13 15:30:00,430.37000,436.29999,429.42001,436.19000,8592526,TSLA
2024-12-16 09:30:00,441.13251,447.41000,436.14999,445.375,32721055,TSLA
2024-12-16 10:30:00,445.32800,458.97000,444.66501,458.39001,18723313,TSLA
2024-12-16 11:30:00,458.36731,460.51999,454.13010,458.22159,25981589,TSLA
2024-12-16 12:30:00,458.26001,461.45001,455.79001,459.22989,8034654,TSLA
2024-12-16 13:30:00,459.10999,461.28000,456.76999,458.47061,5503794,TSLA
2024-12-16 14:30:00,458.5,461.84000,457.75,460.73999,6623121,TSLA
2024-12-16 15:30:00,460.73999,463.19000,457.66000,463.19000,6370719,TSLA
2024-12-17 09:30:00,476.11499,483.98999,463.57001,472.67999,48299703,TSLA
2024-12-17 10:30:00,472.77499,480.67990,470.059998,471.59500,16592558,TSLA
2024-12-17 11:30:00,471.63000,474.62991,457.51010,469.24991,19406324,TSLA
2024-12-17 12:30:00,469.25,476.28000,467.80011,474.00048828,9600255,TSLA
2024-12-17 13:30:00,474.026886,475.57999,469,475.12900,7902871,TSLA
2024-12-17 14:30:00,475.21500,479.89001,474.22000,477.34100,10803083,TSLA
2024-12-17 15:30:00,477.39999,482.44989,477.029999,479.85001,9189649,TSLA
2024-12-18 09:30:00,466.35999,475.76999,461.10999,474.80991,29687891,TSLA
2024-12-18 10:30:00,474.79199,480.89999,473.20001,480.24500,12442155,TSLA
2024-12-18 11:30:00,480.25,488.53989,477.17999,478.26001,16423557,TSLA
2024-12-18 12:30:00,478.26001,480.19919,474.35550,475.29321,8038563,TSLA
2024-12-18 13:30:00,475.28009,477.48999,466.75,469.22009,13196833,TSLA
2024-12-18 14:30:00,469.20999,473.48999,437.38000,437.83499,29522396,TSLA
2024-12-18 15:30:00,438.010010,448.17990,427.019989,440.13000,23440813,TSLA
2024-12-19 09:30:00,451.92001,456.35999,437.26001,438.17999,37025213,TSLA
2024-12-19 10:30:00,438.20630,446.28000,434.39999,441.10001,15313243,TSLA
2024-12-19 11:30:00,440.92001,441.75989,420.55011,423.32999,15430713,TSLA
2024-12-19 12:30:00,423.48990,434.85989,420.019989,433.96591,16688028,TSLA
2024-12-19 13:30:00,433.72000,439.34000,430.42001,432.37909,11721980,TSLA
2024-12-19 14:30:00,432.23010,440.88989,429.35001,438.93991,9385961,TSLA
2024-12-19 15:30:00,438.88000,440.40900,432.55011,436.14999,8248784,TSLA
2024-12-20 09:30:00,425.50500,434.95001,417.64001,434.39001,38459637,TSLA
2024-12-20 10:30:00,434.29999,444.39999,434.12000,440.94501,16390373,TSLA
2024-12-20 11:30:00,441.059998,445.32999,436.79999,443.20999,9910183,TSLA
2024-12-20 12:30:00,443.079987,447.079987,439.70010,443.45001,9485817,TSLA
2024-12-20 13:30:00,443.45901,444.89999,434.62009,437.75720,9529711,TSLA
2024-12-20 14:30:00,437.75,441.39001,434.44000,434.89999,7880311,TSLA
2024-12-20 15:30:00,435.23999,435.79999,420.10999,420.60001,13446531,TSLA
2024-12-23 09:30:00,430.96249,432.79999,416.73001,424.92499,25287333,TSLA
2024-12-23 10:30:00,424.88809,434.20001,424.010010,431.95569,11742991,TSLA
2024-12-23 11:30:00,431.91000,434.51001,427.35001,430.67001,8442878,TSLA
2024-12-23 12:30:00,430.63000,434.059998,429.37369,433.40909,5213538,TSLA
2024-12-23 13:30:00,433.25,434.15591,431.66000,433.70410,3973037,TSLA
2024-12-23 14:30:00,433.73911,433.96991,425.89999,427.82010,6573133,TSLA
2024-12-23 15:30:00,427.97000,431.25,427.64001,431.23999,4660080,TSLA
2024-12-24 09:30:00,435.87000,451.82941,435.21890,449.54999,24164402,TSLA
2024-12-24 10:30:00,449.54001,453.54999,447.84131,452.59259,11448022,TSLA
2024-12-24 11:30:00,452.54001,455.58990,450.92001,455.45010,8169431,TSLA
2024-12-24 12:30:00,455.17499,462.44000,454.32819,462.25,14747036,TSLA
2024-12-24 15:30:00,462.28000,462.28000,462.28000,462.28000,840124,TSLA
2024-12-26 09:30:00,465.14999,465.32990,451.90009,461.75009,28068141,TSLA
2024-12-26 10:30:00,461.75009,463.17999,453.57999,455.059998,10984691,TSLA
2024-12-26 11:30:00,455.10001,458.18250,454.25,454.56500,9440945,TSLA
2024-12-26 12:30:00,454.50009,456.29999,451.019989,455.80719,7123845,TSLA
2024-12-26 13:30:00,455.89999,456.20001,451.040009,452.58011,6119837,TSLA
2024-12-26 14:30:00,452.69000,458.089996,451.87000,457.55890,6128525,TSLA
2024-12-26 15:30:00,457.60001,459.10999,453.55011,453.95999,5827891,TSLA
2024-12-27 09:30:00,449.49799,449.89001,426.5,434,27887011,TSLA
2024-12-27 10:30:00,434.093597,439.32990,431.51010,439.12000,12939165,TSLA
2024-12-27 11:30:00,439.20999,439.31061,431.66110,433.59149,9442354,TSLA
2024-12-27 12:30:00,433.63449,434.88000,432.029999,432.66730,5577900,TSLA
2024-12-27 13:30:00,432.59000,435.19989,429.13000,429.70001,6448906,TSLA
2024-12-27 14:30:00,429.57999,432.94000,429.53000,430.37000,6680487,TSLA
2024-12-27 15:30:00,430.31000,431.98001,428.60001,431.70569,6056568,TSLA
2024-12-30 09:30:00,419.20001,426.69879,415.75,418.54999,24020380,TSLA
2024-12-30 10:30:00,418.66000,423.29999,417.39001,421.53000,8439762,TSLA
2024-12-30 11:30:00,421.59821,424.98001,420.029999,421.28000,7313898,TSLA
2024-12-30 12:30:00,421.35001,423.38000,419.66000,422.080109,5352922,TSLA
2024-12-30 13:30:00,422.059998,423.98001,421.20010,423.87241,4325167,TSLA
2024-12-30 14:30:00,423.87000,424.48999,420.17001,420.23001,4311231,TSLA
2024-12-30 15:30:00,420.22000,420.98001,416.89999,417.28000,5142685,TSLA
2024-12-31 09:30:00,423.79001,427.92999,413.69629,422.32300,21387015,TSLA
2024-12-31 10:30:00,422.46078,422.97198,412.13501,412.81009,9981665,TSLA
2024-12-31 11:30:00,412.81009,416.82999,412.32001,412.69000,6753654,TSLA
2024-12-31 12:30:00,412.57999,414.39999,408.57999,411.42999,8498384,TSLA
2024-12-31 13:30:00,411.42999,412.68991,405.37030,405.97290,6939054,TSLA
2024-12-31 14:30:00,405.81061,409.92001,403.12000,409.67999,9094005,TSLA
2024-12-31 15:30:00,409.57999,409.97000,402.54001,403.64001,7106612,TSLA
2025-01-02 09:30:00,390.65970,392.72989,373.41000,380.33661,42083273,TSLA
